"341";"341";"sites/default/files/pictures/978-3-87294-870-0.jpg";"Peter  Hammer";"2001";"978-3-87294-870-0";"17.90";"252"
"342";"342";"sites/default/files/pictures/978-3-9802739-1-6.jpg";"Klemm u. Oelschläger";"1993";"978-3-9802739-1-6";"12.00";"125"
"343";"343";;" Büchse d. Pandora";"1980";"978-3-88178-003-2";"10.20";"160"
"345";"345";;"Trotzdem";"1988";"978-3-922209-22-5";"10.00";"180"
"346";"346";;"Libertad";"1985";"978-3-922226-10-9";"12.80";"320"
"347";"347";;"Guhl";"1978";"978-3-88220-085-0";"7.50";"115"
"348";"348";;"Libertad";"1987";" 978-3-922226-11-6";"20.00";"305"
"349";"349";;"Syndikat - EVA";"1983";"978-3-434-46020-9";"9.50";"231"
"350";"350";;" Oppo-Verlag";"1995";"978-3-926880-08-6";"7.10";"63"
"351";"351";"sites/default/files/pictures/978-3-87956-120-9.jpg";"Karin Kramer";"2006";"978-3-87956-120-9";"14.80";"192"
"352";"352";"sites/default/files/pictures/978-3-87956-700-3.jpg";"Karin Kramer";"1997";"978-3-87956-700-3";"10.50";"166"
"353";"353";;"Peterson";"1988";"978-3-9802128-1-6";"8.00";"144"
"354";"354";;"Libertad";"1984";;"3.00";"30"
"355";"355";;"Libertad";"1985";;"4.00";"48"
"356";"356";;"Libertad";"1984";;"3.00";"40"
"357";"357";;"Libertad";"1983";;"3.00";"30"
"358";"358";;"Libertad";"1979";;"3.00";"44"
"359";"359";;"Libertad";"1980";;"4.00";"44"
"360";"360";;"Libertad";"1980";;"4.00";"44"
"361";"361";;"Libertad";"1984";;"5.00";"55"
"362";"362";;"Der Syndikalist";"1923";;"3.00";"31"
"365";"365";;;;;"2.00";"32"
"366";"366";;;;;"1.00";"16"
"367";"367";;;;;"2.00";"39"
"368";"368";;"Edition AV";"1996";;"3.80";"52"
"370";"370";"sites/default/files/pictures/978-3-928300-68-1.jpg";"Unrast";"1998";"978-3-89771-917-0";"13.00";"275"
"371";"371";;"Libertad";"1997";" 978-3-922226-23-9";"17.50";"160"
"374";"374";;"Karin Kramer";"1974";"978-3-87956-044-8";"10.50";"237"
"375";"375";;"Karin Kramer";"1984";"978-3-87956-167-2";"13.00";"229"
"376";"376";;"Unrast";"2003";"978-3-89771-905-7";"14.00";"227"
"377";"377";;"Edition AV";"2004";"978-3-936049-36-7";"11.80";"136"
"583";"583";"sites/zuendbuch.de/files/pictures/";"Wilhelm Fink Verlag";"2009";"978-3-7705-4869-9";"12,90";"90"
"381";"381";;" Jenior";"1992";"978-3-928172-11-0";"14.00";"224"
"382";"382";;"Karin Kramer";"1988";"978-3-87956-190-2";"10.50";"112"
"383";"383";"sites/default/files/pictures/978-3-257-20214-4.jpg";" Diogenes";"1975";"978-3-257-20214-4";"10.90";"288"
"384";"384";"sites/default/files/pictures/978-3-936049-11-4.jpg";"Edition AV";"2002";"978-3-936049-11-4";"12.00";"222"
"385";"385";"sites/default/files/pictures/978-3-89771-900-2.jpg";"Unrast";"1999";"978-3-89771-900-2";"11.00";"159"
"386";"386";;"Libertäre Assoziation";"1983";"3-922611-30-3";"9.50";"254"
"387";"387";;;;"978-3-926880-09-3";"8.55";"115"
"388";"388";;"Karin Kramer";"1996";"3-87956-217-2";"17.00";"272"
"389";"389";;"OPPO";"1993";"978-3-926880-07-9";"9.15";"128"
"390";"390";"sites/default/files/pictures/978-3-87956-223-7.jpg";"Karin Kramer";"1995";"978-3-87956-223-7";"12.50";"192"
"391";"391";"sites/default/files/pictures/978-3-922209-43-0.jpg";"Trotzdem";"1993";"978-3-922209-43-0";"12.00";"176"
"392";"392";;"Karin Kramer";"1999";"978-3-87956-319-7";"32.00";"543"
"393";"393";;"Karin Kramer";"1993";"3-87956-180-X";"15.00";"162"
"394";"394";"sites/default/files/pictures/978-3-89771-903-3.jpg";"Unrast";"2000";"978-3-89771-903-3";"13.00";"179"
"395";"395";;"Karin Kramer";"1984";" 978-3-87956-168-1";"4.00";"61"
"396";"396";;"Edition AV";"2002";"978-3-9806407-3-2";"4.10";"84"
"397";"397";;"Karin Kramer";"1979";"978-3-87956-101-8";"10.50";"186"
"398";"398";"1996";"OPPO";;"978-3-926880-10-9";"24.50";"216"
"399";"399";;"Libertad";"1994";" 978-3-922226-20-8";"15.00";"128"
"400";"400";;"Packpapier";;;"3.60";"56"
"401";"401";"sites/default/files/pictures/978-3-87956-260-2.jpg";"Karin Kramer";"2000";"978-3-87956-260-2";"25.00";"256"
"402";"402";"sites/default/files/pictures/ 978-3-926112-73-6.jpg";"Merlin";"1997";"978-3-926112-73-6";"15.20";"446"
"403";"403";;"Agape";"1984";"978-3-88744-003-9";"7.00";"140"
"404";"404";;"Edition AV";"2004";"3-936049-33-5";"11.00";"116"
"405";"405";;"S. Fischer";"1992";"978-3-596-10956-2";"8.95";"192"
"406";"406";;"Edition AV";"2006";"978-3-936049-70-1";"17.00";"214"
"407";"407";;"Edition AV";"2007";"978-3-936049-76-3";"16.00";"156"
"408";"408";;"Grawurzelrevolution";"2006";"978-3-939045-04-5";"24.80";"380"
"409";"409";;"btb";"2004";"978-3-442-73304-0";"8.00";"176"
"410";"410";;"VSA";"2006";" 978-3-89965-167-6";"19.80";"510"
"411";"411";;"Lutherisches Verlagshaus";"2006";"978-3-7859-0964-5";"14.90";"168"
"412";"412";;"Graswurzelrevolution";"2006";"978-3-939045-01-4";"8.80";"95"
"413";"413";;;"2007";"978-3-936049-76-3";"16.00";"156"
"414";"414";;"Junfermann";"2007";"978-3-87387-665-1";"18.00";"176"
"415";"415";;"Assoziation A";"2007";"978-3-935936-56-9";"20.00";"248"
"418";"418";;"Palmyra";"1995";"978-3-930378-03-6";"12.00";"440"
"419";"419";;"LIT";"2001";"978-3-8258-5707-3";"12.90";"168"
"420";"420";;"Trotzdem";"2003";"978-3-931786-31-1";"7.00";"96"
"421";"421";;"Trotzdem";"2002";"978-3-931786-29-8";"12.00";"144"
"422";"422";;"Rotpunkt";"2000";"978-3-85869-194-1";"18.00";"219"
"423";"423";;"Donat";"1994";"978-3-924444-78-5";"15.40";"198"
"424";"424";;"Droemer";"2003";"3-426-27266-0";"19.90";"480"
"425";"425";;"VSA";"2003";"978-3-89965-004-4";"6.50";"98"
"426";"426";;"dtv";"2005";"978-3-423-34179-0";"7.00";"128"
"427";"427";;"Connection";"2004";;"3.00";"31"
"428";"428";;"Donat";"2000";"978-3-931737-90-0";"14.50";"188"
"429";"429";;"Suhrkamp";"1987";"978-3-518-11305-9";"10.00";"437"
"430";"430";;"Promedia";"2003";"978-3-85371-192-7";"15.90";"192"
"431";"431";;"Papyrossa";"2004";"978-3-89438-286-5";"14.80";"228"
"432";"432";;"Totpunkt";;"3-85869-225-5";"19.00";"264"
"433";"433";;"Lamuv";"2001";"978-3-88977-600-6";"8.90";"154"
"434";"434";;"Neuer ISP";"1997";"978-3-929008-63-0";"8.00";"120"
"435";"435";;"Versöhnungsbund";"2001";"3-9804408-3-4";"7.80";"195"
"436";"436";;"Hanser";"2003";"978-3-446-20396-9";"15.90";"152"
"438";"438";;"VSA";"2003";"3-89965-010-7";"16.50";"210"
"442";"442";;"VSA";"2006";"978-3-89965-183-6";"19.80";"338"
"440";"440";;"Assoziation A";"2003";"978-3-935936-17-0";"14.00";"215"
"441";"441";;"EVA";"2002";"978-3-434-50539-6";"13.50";"132"
"443";"443";;"Donat";"1991";"978-3-924444-50-1";"15.40";"269"
"444";"444";;"Kiepenheuer & Witsch";"2005";"978-3-462-03641-1";"8.90";"224"
"445";"445";;"Lamuv";"1998";"978-3-88977-502-3";"9.90";"225"
"446";"446";;"A 1";"1995";"978-3-927743-16-8";"14.40";"152"
"447";"447";;"Harald Kater";"1988";" 978-3-927170-03-2";"4.50";"108"
"448";"448";;"Die Werkstatt";"1996";"978-3-89533-161-9";"20.40";"320"
"449";"449";;"Nautilus";"1997";"978-3-89401-271-7";"7.50";"365"
"450";"450";;"DFG-VK";"1998";;"3.60";"93"
"451";"451";;"Papyrossa";"1999";"978-3-89438-192-9";"12.60";"226"
"454";"454";;"Verlag Edition AV";"2006";"978-3-936049-65-7";"17,00";"246"
"455";"455";;"Verlag Edition AV";"2006";"978-3-936049-64-0";"22,00";"311"
"456";"456";;"Oppo";"2007";"978-3-926880-16-1";"16,00";"157"
"458";"458";;"Trotzdem";"1992";"978-3-922209-42-3";"14,00";"181"
"459";"459";;"Trotzdem";"1989";"978-3-922209-08-9";"14,00";"220"
"460";"460";;"Oppo";"1998";"978-3-926880-11-6";"12,65";"159"
"596";"596";;"Rotpunkt";"1998";"978-3-85869-145-3";"15,00";"248"
"597";"597";"sites/default/files/pictures/";"PapyRossa";"2009";"978-3-89438-396-1";"14,90";"206"
"462";"462";;"Unrast";"2003";"978-3-89771-906-4";"13,00";"120"
"463";"463";;"Oppo";"1991";"978-3-926880-04-8";"5,00";"63"
"487";"487";;"Schmetterling";"2006";"978-3-89657-585-2";"10,00";"216"
"464";"464";;"Guhl";"1978";"978-3-88220-080-5";"5,50";"128"
"465";"465";;"Harald-Kater-Verlag";"1994";"978-3-927170-07-0";"6,60";"86"
"466";"466";;"Büchse der Pandora";"1985";"978-3-88178-066-7";"18,41";"208"
"467";"467";;"Libertad";;"978-3-922226-12-3";"15,00";"160"
"468";"468";;"Edition Nautilus";"1993";"978-3-89401-411-7";"25,00";"736"
"469";"469";;"Eidition AV";"2000";"978-3-9806407-4-9";"12,80";"260"
"470";"470";;"Karin Kramer";"1994";;"13,50";"85"
"471";"471";;"Trotzdem";"1991";"978-3-922209-36-2";"13,00";"220"
"472";"472";;"Libertad";"1994";"978-3-922226-22-2";"30,00";"494"
"582";"582";"sites/zuendbuch.de/files/pictures/";"Ulrike Helmer Verlag";"2004";"978-3-89741-156-2";"17,95";"176"
"474";"474";;"Karin Kramer";"1978";"978-3-87956-073-8";"13,00";"336"
"475";"475";;"Oppo";"1991";"978-3-926880-02-4";"8,55";"93"
"476";"476";;"Trotzdem";"1985";;"9,00";"308"
"477";"477";;"Guhl";"1976";"978-3-88220-000-3";"20,50";"626"
"478";"478";;"Edition AV";"2001";"978-3-9806407-8-7";"14,90";"223"
"479";"479";;"Oppo";"1993";"978-3-926880-06-2";"10,20";"128"
"480";"480";;"Edition AV";"2005";"978-3-936049-37-4";"11,80";"160"
"481";"481";;"Trotzdem";"1998";"978-3-931786-07-6";"14,00";"168"
"482";"482";;"Peter Hammer";"1998";"978-3-87294-781-9";"15,50";"266"
"483";"483";;"C.H. Beck";"2007";"978-3-406-54807-9";"12,95";"343"
"484";"484";;"Alibri";"2007";"978-3-86569-901-5";"12,00";"121"
"485";"485";;"Gandhi-Informations-Zentrum";"2006";"978-3-930093-18-2";"9,80";"241"
"486";"486";;"Nautilus";"2006";"978-3-89401-490-2";"12,90";"160"
"489";"489";;"Hinder + Deelmann";"2008";"978-3-87348-177-0";"18,50";"285"
"492";"492";"sites/default/files/pictures/978-3-10-062942-5.jpg";"S. Fischer";"2007";"978-3-10-062942-5";"19,90";"336"
"496";"496";;"Karin Kramer";"1981";"978-3-87956-134-6";"10,50";"175"
"497";"497";;"Trotzdem";"1992";"978-3-922209-35-5";"14,00";"251"
"498";"498";;"Edition AV";"2002";"978-3-936049-08-4";"16,00";"305"
"499";"499";;"Trotzdem";"1995";"3-922209-81-5";"14,00";"263"
"571";"571";;"War Resisters' International";"2009";"978-0-903517-21-8";"12,00";"151"
"502";"502";;"Trotzdem";"1996";"978-3-922209-88-1";"22,00";"239"
"503";"503";;"Klemm & Oelschläger";"1998";"3-932577-05-1";"13,00";"640"
"504";"504";;"Karin Kramer";"1992";"978-3-87956-182-7";"13,50";"195"
"505";"505";;"Karin Kramer";"2006";"978-3-87956-307-4";"19,80";"280"
"506";"506";;"Karin Kramer";"1985";"978-3-87956-175-9";"10,50";"144"
"507";"507";;"Edition AV";"2003";"978-3-936049-12-1";"17,00";"302"
"508";"508";;"Karin Kramer";"1990";"978-3-87956-195-7";"12,00";"192"
"509";"509";;"Klaus Guhl";"1986";"978-3-88220-392-9";"10,00";"166"
"510";"510";;"Karin Kramer";"2004";"978-3-87956-290-9";"18,00";"198"
"511";"511";;"OPPO";"2002";"978-3-926880-12-3";"10,30";"129"
"512";"512";;"trafik";"1990";"3-9802128-7-4";"5,00";"66"
"513";"513";;"Edition AV";"2007";"978-3-936049-72-5";"16,00";"187"
"514";"514";;"Winddruck";"1983";"3-922256-01-5";"2,00";"43 "
"515";"515";;"Karin Kramer";"1989";"3-87956-202-4";"11,50";"176"
"516";"516";;"Trotzdem";"1999";"978-3-931786-16-8";"10,00";"138"
"517";"517";;"Büchse der Pandora";"1979";"978-3-88178-031-5";"7,70";"87"
"518";"518";;"Trotzdem";"2006";"978-3-931786-33-5";"18,00";"295"
"519";"519";;"Promedia";"2001";"978-3-85371-168-2";"11,90";"144"
"520";"520";;"IDK, AI Berlin";"2008";;"1,00";"24"
"523";"523";;"Hoffmann und Campe";"2007";"978-3-455-50033-2";"19,95";"304"
"524";"524";;"Droemer Knaur";"2007";"978-3-426-78116-6";"8,95";"287"
"525";"525";;"Karin Kramer";"1979";"978-3-87956-090-5";"5,50";"96"
"526";"526";;"Trotzdem";"1998";"3-00-002097-7";"7,70";"93"
"527";"527";;"Europa";"2001";"3-203-76010-X";"12,90";"158"
"528";"528";;"zu Klampen";"2001";"978-3-934920-10-1";"24,00";"438"
"529";"529";;"Unrast";"2005";"978-3-89771-427-4";"18,00";"302"
"530";"530";;"Konkret Literatur";"2002";"3-89458-211-1";"22,50";"335"
"531";"531";;"Publik-Forum";"2002";"978-3-88095-117-4";"14,90";"292"
"532";"532";;"Konkret Literatur";"1995";" 	978-3-89458-136-7";"17,00";"256"
"533";"533";;"Karin Kramer";"1989";"3-87956-165-6";"20,00";"303"
"534";"534";;"Trotzdem";"1986";"978-3-922209-72-0";"19,00";"379"
"535";"535";;"Goldman";"2007";"978-3-442-15312-1";"10,00";"544"
"536";"536";;"Die Werkstatt";"1998";"978-3-89533-162-6";"16,00";"304"
"537";"537";;"Trotzdem";"2001";"978-3-931786-03-8";"8,00";"75"
"579";"579";"sites/zuendbuch.de/files/pictures/";"Diogenes";"2008";"978-3-257-23670-5";"10,90";"288"
"569";"569";"sites/zuendbuch.de/files/pictures/";"Gewaltfrei Leben Lernen e.V.";"2008";"978-3-930010-09-7";"16,00";"418"
"540";"540";;"R. Rothe";"1988";"978-3-927575-00-4";"14,80";"158"
"541";"541";;"Klemm & Oelschläger";"1993";"3-9802739-0-3";"10,00";"127"
"542";"542";;"Droemer Knaur";"2005";"978-3-426-77840-1";"8,95";"415"
"543";"543";;"Edition AV";"2006";"978-3-936049-64-0";"22,00";"316"
"544";"544";;"Kunstmann";"2004";"978-3-88897-354-3";"24,90";"448"
"545";"545";;"Karin Kramer";"1993";"978-3-87956-113-1";"9,50";"124"
"546";"546";;"Rotpunktverlag";"2004";"978-3-85869-285-6";"11,50";"136"
"547";"547";;"AG SPAK";"1999";" 978-3-930830-09-1";"6,50";"74"
"549";"549";;"Libertad";"2001";"978-3-922226-12-3";"15,00";"160"
"550";"550";;"Edition AV";"2003";"978-3-936049-16-9";"11,00";"116"
"551";"551";;"Klemm & Oelschläger";"2002";"978-3-932577-29-1";"6,00";"111"
"552";"552";;"VSA";"2004";"978-3-89965-109-6";"14,80";"216"
"553";"553";;"Edition Nautilus";"2001";"978-3-89401-368-4";"5,00";"224"
"554";"554";;"Libertad";"1994";"978-3-922226-21-5";"25,00";"317"
"555";"555";;"Westfälisches Dampfboot";"2008";"978-3-89691-630-3";"24,90";"239"
"556";"556";;"Schmetterling";"1997";"3-89657-572-4";"7,80";"148"
"570";"570";;"War Resisters' International";"2005";"978-0-903517-20-1";"36,00";"555"
"558";"558";;"Verein zur Förderung der sozialpolitischen Arbeit";"1986";"978-3-923126-37-8";"12,50";"292"
"559";"559";;"Verein zur Förderung der sozialpolitischen Arbeit";"1986";"978-3-923126-38-5";"12,50";"267"
"560";"560";;"Verein zur Förderunge der sozialpolitischen Arbeit";"1999";"978-3-930830-12-1";"6,50";"80"
"563";"563";;"Trotzdem";"1981";"3-922209-13-1";"7,00";"189"
"564";"564";;"Libertad";"1990";"978-3-922226-14-7";"20,00";"270"
"565";"565";;"Verein zur Förderunge der sozialpolitischen Arbeit ";"1998";"978-3-930830-07-7";"25,00";"306"
"566";"566";;"Edition Nautilus";"1998";"978-3-89401-288-5";"15,80";"190"
"567";"567";;"Ullstein ";"2006";"978-3-548-36847-4";"9,95";"411"
"573";"573";;"Lenos";"2008";"978-3-85787-716-2";"12,00";"312"
"574";"574";;"Graswurzelrevolution";"2008";"978-3-939045-8-3";"19,80";"277"
"575";"575";;;;;;
"576";"576";;"Weber & Zucht";;;"2,00";"32"
"580";"580";"sites/zuendbuch.de/files/pictures/";"Junfermann";"2008";"978-3-87387-696-5";"9,95";"94"
"581";"581";"sites/zuendbuch.de/files/pictures/";"Junfermann";"2004";"978-3-87387-548-7";"19,90";"259"
"588";"588";"sites/zuendbuch.de/files/pictures/";"Graswurzelrevolution";"2009";"978-3939045-12-0";"12,00";"119"
"589";"589";"sites/zuendbuch.de/files/pictures/";"Graswurzelrevolution";"2009";"978-3939045-10-6";"14,90";"191"
"590";"590";;"Komitee für Grundrechte und Demokratie";"1992";"978-3-88906-048-8";"12,50";"348"
"592";"592";"sites/zuendbuch.de/files/pictures/";"C.H. Beck";"2008";"978-3-406-56817-6";"8,95";"119"
"593";"593";"sites/zuendbuch.de/files/pictures/";"Institut für Friedenspädagogik Tübingen";"2007";" 	978-3-932444-15-9";"20,00";"371"
"594";"594";"sites/zuendbuch.de/files/pictures/";"VSA";"2006";"978-3-89965-142-3";"18,80";"3009"
